AIRPORT,Year,Month,INBOUND DOM,OUTBOUND DOM,INBOUND INTERNAT,OUTBOUND INTERNAT,Domestic Total,International Total
LAUNCESTON,2016,2,57729,56406,0,0,114135,0
LAUNCESTON,2016,3,61282,61169,0,0,122451,0
LAUNCESTON,2016,4,54996,60277,0,0,115273,0
LAUNCESTON,2016,5,47415,49237,0,0,96652,0
LAUNCESTON,2016,6,45377,45564,0,0,90941,0
LAUNCESTON,2016,7,53340,54414,0,0,107754,0
LAUNCESTON,2016,8,44702,44901,0,0,89603,0
LAUNCESTON,2016,9,50064,48950,0,0,99014,0
LAUNCESTON,2016,10,55946,52152,0,0,108098,0
LAUNCESTON,2016,11,58326,56791,0,0,115117,0
LAUNCESTON,2016,12,72849,63415,0,0,136264,0
LAUNCESTON,2017,1,67589,75597,0,0,143186,0
LAUNCESTON,2017,2,57412,56874,0,0,114286,0
LAUNCESTON,2017,3,59033,61568,0,0,120601,0
LAUNCESTON,2017,4,58771,60217,0,0,118988,0
LAUNCESTON,2017,5,46056,48246,0,0,94302,0
LAUNCESTON,2017,6,44164,43756,0,0,87920,0
LAUNCESTON,2017,7,51577,53418,0,0,104995,0
LAUNCESTON,2017,8,45214,44862,0,0,90076,0
LAUNCESTON,2017,9,50483,48160,0,0,98643,0
LAUNCESTON,2017,10,55395,55407,0,0,110802,0
LAUNCESTON,2017,11,59175,58036,0,0,117211,0
LAUNCESTON,2017,12,75367,64845,0,0,140212,0
LAUNCESTON,2018,1,68889,78405,0,0,147294,0
LAUNCESTON,2018,2,57763,56071,0,0,113834,0
LAUNCESTON,2018,3,65920,66465,0,0,132385,0
LAUNCESTON,2018,4,59241,63764,0,0,123005,0
LAUNCESTON,2018,5,45400,47383,0,0,92783,0
LAUNCESTON,2018,6,45514,45946,0,0,91460,0
LAUNCESTON,2018,7,56721,58072,0,0,114793,0
LAUNCESTON,2018,8,47423,47206,0,0,94629,0
LAUNCESTON,2018,9,51454,49146,0,0,100600,0
LAUNCESTON,2018,10,57836,57111,0,0,114947,0
LAUNCESTON,2018,11,58989,58231,0,0,117220,0
LAUNCESTON,2018,12,73906,64885,0,0,138791,0
LAUNCESTON,2019,1,70824,79017,0,0,149841,0
LAUNCESTON,2019,2,58763,58499,0,0,117262,0
LAUNCESTON,2019,3,61397,64660,0,0,126057,0
LAUNCESTON,2019,4,63263,65723,0,0,128986,0
LAUNCESTON,2019,5,46938,49185,0,0,96123,0
LAUNCESTON,2019,6,45516,45744,0,0,91260,0
LAUNCESTON,2019,7,56217,56811,0,0,113028,0
LAUNCESTON,2019,8,46984,48107,0,0,95091,0
LAUNCESTON,2019,9,52095,49663,0,0,101758,0
LAUNCESTON,2019,10,58756,57738,0,0,116494,0
LAUNCESTON,2019,11,60389,59006,0,0,119395,0
LAUNCESTON,2019,12,74773,65236,0,0,140009,0
LAUNCESTON,2020,1,68722,77376,0,0,146098,0
LAUNCESTON,2020,2,56306,55972,0,0,112278,0
LAUNCESTON,2020,3,36699,39219,0,0,75918,0
LAUNCESTON,2020,4,301,475,0,0,776,0
LAUNCESTON,2020,5,348,362,0,0,710,0
LAUNCESTON,2020,6,994,1097,0,0,2091,0
LAUNCESTON,2020,7,2039,2584,0,0,4623,0
LAUNCESTON,2020,8,1958,1949,0,0,3907,0
LAUNCESTON,2020,9,2189,2270,0,0,4459,0
LAUNCESTON,2020,10,3012,3295,0,0,6307,0
LAUNCESTON,2020,11,12199,10832,0,0,23031,0
LAUNCESTON,2020,12,39377,32862,0,0,72239,0
LAUNCESTON,2021,1,30884,35633,0,0,66517,0
LAUNCESTON,2021,2,25746,24783,0,0,50529,0
LAUNCESTON,2021,3,41676,40711,0,0,82387,0
LAUNCESTON,2021,4,52434,54389,0,0,106823,0
LAUNCESTON,2021,5,37123,39118,0,0,76241,0
LAUNCESTON,2021,6,22667,20028,0,0,42695,0
LAUNCESTON,2021,7,17484,20248,0,0,37732,0
LAUNCESTON,2021,8,5689,5261,0,0,10950,0
LAUNCESTON,2021,9,9837,9622,0,0,19459,0
LAUNCESTON,2021,10,11763,12018,0,0,23781,0
LAUNCESTON,2021,11,15215,14125,0,0,29340,0
LAUNCESTON,2021,12,43457,32543,0,0,76000,0
LAUNCESTON,2022,1,36769,43049,0,0,79818,0
LAUNCESTON,2022,2,33632,32485,0,0,66117,0
LAUNCESTON,2022,3,44856,45684,0,0,90540,0
LAUNCESTON,2022,4,59180,61264,0,0,120444,0
LAUNCESTON,2022,5,46127,48106,0,0,94233,0
LAUNCESTON,2022,6,48324,46338,0,0,94662,0
LAUNCESTON,2022,7,49150,53985,0,0,103135,0
LAUNCESTON,2022,8,42551,41525,0,0,84076,0
LAUNCESTON,2022,9,47310,45217,0,0,92527,0
LAUNCESTON,2022,10,54641,53629,0,0,108270,0
LAUNCESTON,2022,11,54272,52480,0,0,106752,0
LAUNCESTON,2022,12,66830,58410,0,0,125240,0
LAUNCESTON,2023,1,64841,72368,0,0,137209,0
LAUNCESTON,2023,2,53698,53043,0,0,106741,0
LAUNCESTON,2023,3,61444,62794,0,0,124238,0
LAUNCESTON,2023,4,58683,61547,0,0,120230,0
LAUNCESTON,2023,5,46254,48868,0,0,95122,0
LAUNCESTON,2023,6,45907,44530,0,0,90437,0
LAUNCESTON,2023,7,50137,53942,0,0,104079,0
LAUNCESTON,2023,8,49495,49486,0,0,98981,0
LAUNCESTON,2023,9,51583,49988,0,0,101571,0
LAUNCESTON,2023,10,60348,58947,0,0,119295,0
LAUNCESTON,2023,11,63106,61336,0,0,124442,0
LAUNCESTON,2023,12,76584,66277,0,0,142861,0
LAUNCESTON,2024,1,68013,75861,0,0,143874,0
LAUNCESTON,2024,2,62051,61639,0,0,123690,0
LAUNCESTON,2024,3,67859,67669,0,0,135528,0
LAUNCESTON,2024,4,60965,66265,0,0,127230,0
MACKAY,2009,1,39935,39772,0,0,79707,0
MACKAY,2009,2,34093,33861,0,0,67954,0
MACKAY,2009,3,38335,37378,0,0,75713,0
MACKAY,2009,4,38347,38448,0,0,76795,0
MACKAY,2009,5,38023,37882,0,0,75905,0
MACKAY,2009,6,38043,37284,0,0,75327,0
MACKAY,2009,7,40206,40448,0,0,80654,0
MACKAY,2009,8,38246,37882,0,0,76128,0
MACKAY,2009,9,39508,39616,0,0,79124,0
MACKAY,2009,10,40964,41045,0,0,82009,0
MACKAY,2009,11,38991,39381,0,0,78372,0
MACKAY,2009,12,38160,39841,0,0,78001,0
MACKAY,2010,1,36743,36508,0,0,73251,0
MACKAY,2010,2,33503,34298,0,0,67801,0
MACKAY,2010,3,36041,35330,0,0,71371,0
MACKAY,2010,4,36857,36634,0,0,73491,0
MACKAY,2010,5,37655,37959,0,0,75614,0
MACKAY,2010,6,40689,40733,0,0,81422,0
MACKAY,2010,7,43626,43804,0,0,87430,0
MACKAY,2010,8,41931,42150,0,0,84081,0
MACKAY,2010,9,46612,46479,0,0,93091,0
MACKAY,2010,10,47386,48552,0,0,95938,0
MACKAY,2010,11,44241,43824,0,0,88065,0
MACKAY,2010,12,44289,47223,0,0,91512,0
MACKAY,2011,1,47185,44254,0,0,91439,0
MACKAY,2011,2,35124,35588,0,0,70712,0
MACKAY,2011,3,43224,42622,0,0,85846,0
MACKAY,2011,4,41760,42414,0,0,84174,0
MACKAY,2011,5,44832,43888,0,0,88720,0
MACKAY,2011,6,43839,44325,0,0,88164,0
MACKAY,2011,7,46913,46668,0,0,93581,0
MACKAY,2011,8,47594,47296,0,0,94890,0
MACKAY,2011,9,48453,49173,0,0,97626,0
MACKAY,2011,10,50403,50341,0,0,100744,0
MACKAY,2011,11,47259,47269,0,0,94528,0
MACKAY,2011,12,43936,48241,0,0,92177,0
MACKAY,2012,1,45112,41376,0,0,86488,0
MACKAY,2012,2,42412,43314,0,0,85726,0
MACKAY,2012,3,46348,47723,0,0,94071,0
MACKAY,2012,4,46513,45629,0,0,92142,0
MACKAY,2012,5,48281,48824,0,0,97105,0
MACKAY,2012,6,48241,48828,0,0,97069,0
MACKAY,2012,7,49974,48864,0,0,98838,0
MACKAY,2012,8,47780,48839,0,0,96619,0
MACKAY,2012,9,47615,48248,0,0,95863,0
MACKAY,2012,10,49865,48668,0,0,98533,0
MACKAY,2012,11,44720,45921,0,0,90641,0
MACKAY,2012,12,44976,48172,0,0,93148,0
MACKAY,2013,1,46854,43565,0,0,90419,0
MACKAY,2013,2,39587,40893,0,0,80480,0
MACKAY,2013,3,45497,46520,0,0,92017,0
MACKAY,2013,4,48044,46532,0,0,94576,0
MACKAY,2013,5,44764,45633,0,0,90397,0
MACKAY,2013,6,47536,46864,0,0,94400,0
MACKAY,2013,7,49174,49064,0,0,98238,0
MACKAY,2013,8,46550,47782,0,0,94332,0
MACKAY,2013,9,46861,45849,0,0,92710,0
MACKAY,2013,10,48466,48596,0,0,97062,0
MACKAY,2013,11,42148,43201,0,0,85349,0
MACKAY,2013,12,45230,47384,0,0,92614,0
MACKAY,2014,1,41690,39182,0,0,80872,0
MACKAY,2014,2,35301,35937,0,0,71238,0
MACKAY,2014,3,41032,40076,0,0,81108,0
MACKAY,2014,4,41485,41149,0,0,82634,0
MACKAY,2014,5,39723,40390,0,0,80113,0
MACKAY,2014,6,38830,38088,0,0,76918,0
MACKAY,2014,7,44033,44582,0,0,88615,0
MACKAY,2014,8,40144,40707,0,0,80851,0
MACKAY,2014,9,41426,40415,0,0,81841,0
MACKAY,2014,10,43221,44844,0,0,88065,0
MACKAY,2014,11,37800,38193,0,0,75993,0
MACKAY,2014,12,39817,41898,0,0,81715,0
MACKAY,2015,1,36231,34321,0,0,70552,0
MACKAY,2015,2,30254,31593,0,0,61847,0
MACKAY,2015,3,38476,36956,0,0,75432,0
MACKAY,2015,4,38188,38030,0,0,76218,0
MACKAY,2015,5,37417,37180,0,0,74597,0
MACKAY,2015,6,36464,36164,0,0,72628,0
MACKAY,2015,7,39916,40450,0,0,80366,0
MACKAY,2015,8,37652,37306,0,0,74958,0
MACKAY,2015,9,36204,36478,0,0,72682,0
MACKAY,2015,10,36013,36482,0,0,72495,0
MACKAY,2015,11,33988,33821,0,0,67809,0
MACKAY,2015,12,33735,35613,0,0,69348,0
MACKAY,2016,1,30454,28859,0,0,59313,0
MACKAY,2016,2,28048,28251,0,0,56299,0
MACKAY,2016,3,33248,33232,0,0,66480,0
MACKAY,2016,4,32759,32306,0,0,65065,0
MACKAY,2016,5,32884,32963,0,0,65847,0
MACKAY,2016,6,31980,32428,0,0,64408,0
MACKAY,2016,7,33613,33546,0,0,67159,0
MACKAY,2016,8,32588,32852,0,0,65440,0
MACKAY,2016,9,32594,33221,0,0,65815,0
MACKAY,2016,10,32954,33473,0,0,66427,0
MACKAY,2016,11,31026,30902,0,0,61928,0
MACKAY,2016,12,31024,32448,0,0,63472,0
MACKAY,2017,1,28407,27492,0,0,55899,0
MACKAY,2017,2,26775,27417,0,0,54192,0
MACKAY,2017,3,27660,28612,0,0,56272,0
MACKAY,2017,4,32546,32692,0,0,65238,0
MACKAY,2017,5,32115,32556,0,0,64671,0
MACKAY,2017,6,32053,32188,0,0,64241,0
MACKAY,2017,7,33542,33361,0,0,66903,0
MACKAY,2017,8,32287,33030,0,0,65317,0
MACKAY,2017,9,34889,35186,0,0,70075,0
MACKAY,2017,10,35292,34648,0,0,69940,0
MACKAY,2017,11,31991,32694,0,0,64685,0
MACKAY,2017,12,31907,33663,0,0,65570,0
MACKAY,2018,1,31550,29835,0,0,61385,0
MACKAY,2018,2,28109,28290,0,0,56399,0
MACKAY,2018,3,33788,34250,0,0,68038,0
MACKAY,2018,4,31371,30937,0,0,62308,0
MACKAY,2018,5,34118,34075,0,0,68193,0
MACKAY,2018,6,32254,32073,0,0,64327,0
MACKAY,2018,7,38841,38656,0,0,77497,0
MACKAY,2018,8,37238,38024,0,0,75262,0
MACKAY,2018,9,34386,34831,0,0,69217,0
MACKAY,2018,10,35683,35066,0,0,70749,0
MACKAY,2018,11,33423,34034,0,0,67457,0
MACKAY,2018,12,32543,34591,0,0,67134,0
MACKAY,2019,1,31850,30538,0,0,62388,0
MACKAY,2019,2,29585,29908,0,0,59493,0
MACKAY,2019,3,33188,33773,0,0,66961,0
MACKAY,2019,4,33365,32740,0,0,66105,0
MACKAY,2019,5,35423,36124,0,0,71547,0
MACKAY,2019,6,34032,33917,0,0,67949,0
MACKAY,2019,7,37760,37019,0,0,74779,0
MACKAY,2019,8,37074,37973,0,0,75047,0
MACKAY,2019,9,37679,37658,0,0,75337,0
MACKAY,2019,10,38439,38581,0,0,77020,0
MACKAY,2019,11,35584,36180,0,0,71764,0
MACKAY,2019,12,35168,37092,0,0,72260,0
MACKAY,2020,1,34227,32672,0,0,66899,0
MACKAY,2020,2,31457,32056,0,0,63513,0
MACKAY,2020,3,26375,24390,0,0,50765,0
MACKAY,2020,4,3428,3753,0,0,7181,0
MACKAY,2020,5,3517,3674,0,0,7191,0
MACKAY,2020,6,8504,8404,0,0,16908,0
MACKAY,2020,7,15694,16265,0,0,31959,0
MACKAY,2020,8,15570,15854,0,0,31424,0
MACKAY,2020,9,17673,17700,0,0,35373,0
MACKAY,2020,10,20175,21086,0,0,41261,0
MACKAY,2020,11,22748,22440,0,0,45188,0
MACKAY,2020,12,26244,27338,0,0,53582,0
MACKAY,2021,1,20817,20329,0,0,41146,0
MACKAY,2021,2,22827,22922,0,0,45749,0
MACKAY,2021,3,28950,28178,0,0,57128,0
MACKAY,2021,4,29392,29525,0,0,58917,0
MACKAY,2021,5,33407,32991,0,0,66398,0
MACKAY,2021,6,31806,31349,0,0,63155,0
MACKAY,2021,7,26205,26675,0,0,52880,0
MACKAY,2021,8,18309,18095,0,0,36404,0
MACKAY,2021,9,27786,27921,0,0,55707,0
MACKAY,2021,10,26940,27633,0,0,54573,0
MACKAY,2021,11,28231,27476,0,0,55707,0
MACKAY,2021,12,29251,30472,0,0,59723,0
MACKAY,2022,1,21505,20304,0,0,41809,0
MACKAY,2022,2,21200,21624,0,0,42824,0
MACKAY,2022,3,29888,30223,0,0,60111,0
MACKAY,2022,4,35758,36248,0,0,72006,0
MACKAY,2022,5,36770,36153,0,0,72923,0
MACKAY,2022,6,38676,38928,0,0,77604,0
MACKAY,2022,7,38743,39542,0,0,78285,0
MACKAY,2022,8,38115,38071,0,0,76186,0
MACKAY,2022,9,38033,39124,0,0,77157,0
MACKAY,2022,10,38857,38747,0,0,77604,0
MACKAY,2022,11,38366,38712,0,0,77078,0
MACKAY,2022,12,34580,36537,0,0,71117,0
MACKAY,2023,1,33415,31430,0,0,64845,0
MACKAY,2023,2,32305,32930,0,0,65235,0
MACKAY,2023,3,38325,39130,0,0,77455,0
MACKAY,2023,4,35628,35865,0,0,71493,0
MACKAY,2023,5,38687,37989,0,0,76676,0
MACKAY,2023,6,37983,39085,0,0,77068,0
MACKAY,2023,7,39853,39438,0,0,79291,0
MACKAY,2023,8,39478,40206,0,0,79684,0
MACKAY,2023,9,40959,41124,0,0,82083,0
MACKAY,2023,10,40467,40500,0,0,80967,0
MACKAY,2023,11,39453,40720,0,0,80173,0
MACKAY,2023,12,36112,38302,0,0,74414,0
MACKAY,2024,1,32951,30481,0,0,63432,0
MACKAY,2024,2,34796,35422,0,0,70218,0
MACKAY,2024,3,37952,38156,0,0,76108,0
MACKAY,2024,4,37306,36462,0,0,73768,0
MELBOURNE,2009,1,856085,833050,252477,212009,1689135,464486
MELBOURNE,2009,2,746205,739743,210713,168227,1485948,378940
MELBOURNE,2009,3,845636,852062,202276,196643,1697698,398919
MELBOURNE,2009,4,829998,819781,204299,208083,1649779,412382
MELBOURNE,2009,5,776173,775039,173774,197709,1551212,371483
MELBOURNE,2009,6,721727,758140,178162,218630,1479867,396792
MELBOURNE,2009,7,837988,809609,240001,197523,1647597,437524
MELBOURNE,2009,8,823229,827693,203480,205689,1650922,409169
MELBOURNE,2009,9,835205,851672,219950,222581,1686877,442531
MELBOURNE,2009,10,898516,877825,249880,207089,1776341,456969
MELBOURNE,2009,11,871745,868621,218576,228831,1740366,447407
MELBOURNE,2009,12,840898,858578,234725,279025,1699476,513750
MELBOURNE,2010,1,857377,826363,284826,243684,1683740,528510
MELBOURNE,2010,2,802637,808660,243752,204449,1611297,448201
MELBOURNE,2010,3,905092,921247,231673,239252,1826339,470925
MELBOURNE,2010,4,896389,873538,220800,219940,1769927,440740
MELBOURNE,2010,5,840775,841892,188710,221202,1682667,409912
MELBOURNE,2010,6,819152,851471,208773,257409,1670623,466182
MELBOURNE,2010,7,944778,913028,283636,231976,1857806,515612
MELBOURNE,2010,8,913529,920169,231395,241959,1833698,473354
MELBOURNE,2010,9,935099,941432,255664,259528,1876531,515192
MELBOURNE,2010,10,981550,974228,286793,239495,1955778,526288
MELBOURNE,2010,11,936055,926714,240786,250417,1862769,491203
MELBOURNE,2010,12,933226,957852,265242,321150,1891078,586392
MELBOURNE,2011,1,932364,895173,336970,290873,1827537,627843
MELBOURNE,2011,2,807515,802662,274243,220878,1610177,495121
MELBOURNE,2011,3,928617,924483,243754,237994,1853100,481748
MELBOURNE,2011,4,915423,915413,250130,274680,1830836,524810
MELBOURNE,2011,5,872415,876279,230962,247707,1748694,478669
MELBOURNE,2011,6,797066,804285,223865,273382,1601351,497247
MELBOURNE,2011,7,907802,900980,309728,262089,1808782,571817
MELBOURNE,2011,8,875410,876729,259446,261977,1752139,521423
MELBOURNE,2011,9,862222,882369,263756,282047,1744591,545803
MELBOURNE,2011,10,933886,910870,306328,247114,1844756,553442
MELBOURNE,2011,11,903717,890863,267990,269556,1794580,537546
MELBOURNE,2011,12,879421,910582,281266,344223,1790003,625489
MELBOURNE,2012,1,926139,886181,354018,306119,1812320,660137
MELBOURNE,2012,2,830879,821103,291804,232419,1651982,524223
MELBOURNE,2012,3,932200,936193,268269,279024,1868393,547293
MELBOURNE,2012,4,897991,892848,266969,271006,1790839,537975
MELBOURNE,2012,5,874047,871643,230069,259264,1745690,489333
MELBOURNE,2012,6,836515,858023,248038,295361,1694538,543399
MELBOURNE,2012,7,953894,944955,316164,261920,1898849,578084
MELBOURNE,2012,8,935216,929624,271345,275906,1864840,547251
MELBOURNE,2012,9,931489,954733,284472,291959,1886222,576431
MELBOURNE,2012,10,1002582,981939,323971,261191,1984521,585162
MELBOURNE,2012,11,1003285,988212,281637,289422,1991497,571059
MELBOURNE,2012,12,939234,969425,302814,356081,1908659,658895
MELBOURNE,2013,1,980802,928327,363773,309819,1909129,673592
MELBOURNE,2013,2,857315,842347,290165,245270,1699662,535435
MELBOURNE,2013,3,958278,995662,284291,298294,1953940,582585
MELBOURNE,2013,4,957148,924505,284224,278932,1881653,563156
MELBOURNE,2013,5,889504,893160,247987,284390,1782664,532377
MELBOURNE,2013,6,861377,881739,266815,316664,1743116,583479
MELBOURNE,2013,7,1027044,1007540,350003,299718,2034584,649721
MELBOURNE,2013,8,978746,973072,309206,314962,1951818,624168
MELBOURNE,2013,9,944229,957575,308437,314280,1901804,622717
MELBOURNE,2013,10,1042381,1027168,347223,277637,2069549,624860
MELBOURNE,2013,11,993447,978633,297331,296101,1972080,593432
MELBOURNE,2013,12,990722,1017563,334315,392306,2008285,726621
MELBOURNE,2014,1,1015397,972715,405925,345753,1988112,751678
MELBOURNE,2014,2,879950,874523,317446,271754,1754473,589200
MELBOURNE,2014,3,982380,989492,298547,301050,1971872,599597
MELBOURNE,2014,4,970657,965801,314516,330983,1936458,645499
MELBOURNE,2014,5,919075,914120,288008,311686,1833195,599694
MELBOURNE,2014,6,883595,924070,283842,355095,1807665,638937
MELBOURNE,2014,7,1022903,993072,396854,328613,2015975,725467
MELBOURNE,2014,8,979763,975378,323724,340678,1955141,664402
MELBOURNE,2014,9,966478,975178,337512,339350,1941656,676862
MELBOURNE,2014,10,1084809,1063726,381908,312662,2148535,694570
MELBOURNE,2014,11,1001601,994496,328293,335780,1996097,664073
MELBOURNE,2014,12,994717,1020431,355406,417081,2015148,772487
MELBOURNE,2015,1,1004854,948075,438126,370081,1952929,808207
MELBOURNE,2015,2,900984,891650,365109,313219,1792634,678328
MELBOURNE,2015,3,1005878,1039069,345323,371197,2044947,716520
MELBOURNE,2015,4,996733,964471,340239,344512,1961204,684751
MELBOURNE,2015,5,936622,936219,302738,334198,1872841,636936
MELBOURNE,2015,6,892847,934705,308765,379573,1827552,688338
MELBOURNE,2015,7,1088788,1042230,420433,358670,2131018,779103
MELBOURNE,2015,8,987007,994987,363372,369533,1981994,732905
MELBOURNE,2015,9,1003849,1002529,373604,370822,2006378,744426
MELBOURNE,2015,10,1087942,1081715,422440,352894,2169657,775334
MELBOURNE,2015,11,1040806,1038007,369057,367768,2078813,736825
MELBOURNE,2015,12,1042951,1067979,408817,468826,2110930,877643
MELBOURNE,2016,1,1054336,987466,479446,415848,2041802,895294
MELBOURNE,2016,2,962294,958670,409332,354902,1920964,764234
MELBOURNE,2016,3,1040159,1071754,375712,400070,2111913,775782
MELBOURNE,2016,4,1034619,975844,377543,363931,2010463,741474
MELBOURNE,2016,5,965286,979592,329015,361483,1944878,690498
MELBOURNE,2016,6,934008,983208,344024,421392,1917216,765416
MELBOURNE,2016,7,1099867,1051762,473996,402026,2151629,876022
MELBOURNE,2016,8,1007425,1007861,387190,393644,2015286,780834
MELBOURNE,2016,9,1059435,1055705,407615,395718,2115140,803333
MELBOURNE,2016,10,1093450,1100268,439964,373475,2193718,813439
MELBOURNE,2016,11,1081488,1066390,386213,394006,2147878,780219
MELBOURNE,2016,12,1063853,1097863,444950,511091,2161716,956041
MELBOURNE,2017,1,1090953,1037134,523394,456706,2128087,980100
MELBOURNE,2017,2,936529,925300,424162,354176,1861829,778338
MELBOURNE,2017,3,1067607,1069795,388096,397069,2137402,785165
MELBOURNE,2017,4,1046704,1038005,421407,426800,2084709,848207
MELBOURNE,2017,5,982991,993236,355754,384545,1976227,740299
MELBOURNE,2017,6,966297,988130,368104,439357,1954427,807461
MELBOURNE,2017,7,1109391,1101270,498958,427923,2210661,926881
MELBOURNE,2017,8,1032519,1026705,417818,422697,2059224,840515
MELBOURNE,2017,9,1047892,1061680,428355,438578,2109572,866933
MELBOURNE,2017,10,1156852,1133498,486720,396510,2290350,883230
MELBOURNE,2017,11,1115131,1106079,419680,431707,2221210,851387
MELBOURNE,2017,12,1083418,1118622,478099,537167,2202040,1015266
MELBOURNE,2018,1,1109308,1061660,547626,473098,2170968,1020724
MELBOURNE,2018,2,968029,959519,469329,401858,1927548,871187
MELBOURNE,2018,3,1098311,1128272,445563,464345,2226583,909908
MELBOURNE,2018,4,1084246,1051772,453020,441242,2136018,894262
MELBOURNE,2018,5,1000156,1007655,387395,413425,2007811,800820
MELBOURNE,2018,6,962605,1010009,410590,492367,1972614,902957
MELBOURNE,2018,7,1149198,1116250,538582,455634,2265448,994216
MELBOURNE,2018,8,1074421,1068580,464566,473550,2143001,938116
MELBOURNE,2018,9,1057707,1073931,471762,479739,2131638,951501
MELBOURNE,2018,10,1166132,1142931,523788,436520,2309063,960308
MELBOURNE,2018,11,1117298,1107531,461965,473126,2224829,935091
MELBOURNE,2018,12,1066835,1110389,481836,562958,2177224,1044794
MELBOURNE,2019,1,1121723,1066341,568799,501288,2188064,1070087
MELBOURNE,2019,2,981359,971364,483548,405796,1952723,889344
MELBOURNE,2019,3,1086603,1092582,441993,443824,2179185,885817
MELBOURNE,2019,4,1087004,1087168,454777,480480,2174172,935257
MELBOURNE,2019,5,1010459,1006610,414406,429113,2017069,843519
MELBOURNE,2019,6,944965,1000243,413493,488023,1945208,901516
MELBOURNE,2019,7,1142322,1109884,532482,460719,2252206,993201
MELBOURNE,2019,8,1080083,1074712,469163,473554,2154795,942717
MELBOURNE,2019,9,1069451,1092161,459116,468307,2161612,927423
MELBOURNE,2019,10,1187346,1159072,504030,427549,2346418,931579
MELBOURNE,2019,11,1122505,1098922,460493,466560,2221427,927053
MELBOURNE,2019,12,1084222,1138546,495779,575352,2222768,1071131
MELBOURNE,2020,1,1116371,1053603,581276,514803,2169974,1096079
MELBOURNE,2020,2,921157,934726,408642,334254,1855883,742896
MELBOURNE,2020,3,624922,619391,244268,227490,1244313,471758
MELBOURNE,2020,4,20061,21697,5448,12355,41758,17803
MELBOURNE,2020,5,29128,28400,5643,9003,57528,14646
MELBOURNE,2020,6,60190,62328,6431,9456,122518,15887
MELBOURNE,2020,7,29537,31636,49,12705,61173,12754
MELBOURNE,2020,8,6854,13444,0,14761,20298,14761
MELBOURNE,2020,9,8430,14941,0,12320,23371,12320
MELBOURNE,2020,10,12720,14654,0,10603,27374,10603
MELBOURNE,2020,11,48680,50242,511,8346,98922,8857
MELBOURNE,2020,12,340896,398933,5098,10989,739829,16087
MELBOURNE,2021,1,338480,286543,6753,10340,625023,17093
MELBOURNE,2021,2,207398,195779,3119,8122,403177,11241
MELBOURNE,2021,3,479091,494543,1798,8153,973634,9951
MELBOURNE,2021,4,702091,692032,10375,16770,1394123,27145
MELBOURNE,2021,5,599667,601938,25732,24656,1201605,50388
MELBOURNE,2021,6,152189,168931,10613,14502,321120,25115
MELBOURNE,2021,7,225224,184414,22227,26795,409638,49022
MELBOURNE,2021,8,33142,25526,3681,8033,58668,11714
MELBOURNE,2021,9,15886,15063,2201,7918,30949,10119
MELBOURNE,2021,10,21168,15719,2111,9855,36887,11966
MELBOURNE,2021,11,165347,169714,19788,25339,335061,45127
MELBOURNE,2021,12,451517,522284,64060,63649,973801,127709
MELBOURNE,2022,1,571917,515075,84811,58865,1086992,143676
MELBOURNE,2022,2,496393,503676,89738,54225,1000069,143963
MELBOURNE,2022,3,753316,751571,107926,95493,1504887,203419
MELBOURNE,2022,4,958109,966159,157741,163915,1924268,321656
MELBOURNE,2022,5,861600,868868,182478,180486,1730468,362964
MELBOURNE,2022,6,886863,942296,211256,253957,1829159,465213
MELBOURNE,2022,7,980671,937906,318139,273435,1918577,591574
MELBOURNE,2022,8,871004,884415,289587,260606,1755419,550193
MELBOURNE,2022,9,942733,938395,300395,284303,1881128,584698
MELBOURNE,2022,10,962271,980846,335167,273556,1943117,608723
MELBOURNE,2022,11,949257,930494,333340,322667,1879751,656007
MELBOURNE,2022,12,918537,937459,353353,422088,1855996,775441
MELBOURNE,2023,1,951384,924241,445135,385246,1875625,830381
MELBOURNE,2023,2,821901,821353,381441,282806,1643254,664247
MELBOURNE,2023,3,997609,978577,370815,352659,1976186,723474
MELBOURNE,2023,4,948194,972933,380077,397622,1921127,777699
MELBOURNE,2023,5,919970,928001,356854,382672,1847971,739526
MELBOURNE,2023,6,891770,939062,376556,443993,1830832,820549
MELBOURNE,2023,7,1009111,981811,499513,416165,1990922,915678
MELBOURNE,2023,8,972529,981256,430491,418894,1953785,849385
MELBOURNE,2023,9,1003307,988183,453183,438763,1991490,891946
MELBOURNE,2023,10,1040251,1061215,481237,403512,2101466,884749
MELBOURNE,2023,11,1040114,1028416,434191,441269,2068530,875460
MELBOURNE,2023,12,997117,1032298,470858,557019,2029415,1027877
MELBOURNE,2024,1,1031539,999175,594279,484399,2030714,1078678
MELBOURNE,2024,2,959745,964951,502887,403998,1924696,906885
MELBOURNE,2024,3,1018694,1056796,443495,468897,2075490,912392
MELBOURNE,2024,4,1012617,979522,447712,432555,1992139,880267
NEWCASTLE,2009,1,51819,51575,0,0,103394,0
NEWCASTLE,2009,2,43177,42024,0,0,85201,0
NEWCASTLE,2009,3,49738,48281,0,0,98019,0
NEWCASTLE,2009,4,49517,48395,0,0,97912,0
NEWCASTLE,2009,5,47721,47047,0,0,94768,0
NEWCASTLE,2009,6,43145,41421,0,0,84566,0
NEWCASTLE,2009,7,48327,48162,0,0,96489,0
NEWCASTLE,2009,8,47565,46462,0,0,94027,0
NEWCASTLE,2009,9,47397,45893,0,0,93290,0
NEWCASTLE,2009,10,51128,49831,0,0,100959,0
